,stopid,stop_name,stop_lat,stop_lon,direction
118447,521,"Ballybough, Fairview Park",53.361637047048205,-6.23797846068553,42 to Portmarnock
118549,521,"Ballybough, Fairview Park",53.361637047048205,-6.23797846068553,43 to Swords Bus.Pk
118608,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,130 to Castle Ave
118806,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,14 to Beaumont
118808,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,14 to Beaumont
118929,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,15 to Clongriffin
119126,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,27 to Clare Hall
119288,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,27 to Clare Hall
119291,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,27A to Blunden Drive
119367,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,27B to Harristown
119502,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,29A to Baldoyle
119622,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,31 to Howth Summit
119723,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,31A to Sheilmartin Rd
119744,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,31B to Howth Summit
119747,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,32 to Malahide
119801,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,32X to Malahide
119803,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,42 to Portmarnock
119905,522,"Fairview, Fairview Footbridge",53.3632889490287,-6.23541597469797,43 to Swords Bus.Pk
119964,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,130 to Castle Ave
120162,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,14 to Beaumont
120164,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,14 to Beaumont
120285,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,15 to Clongriffin
120482,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,27 to Clare Hall
120644,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,27 to Clare Hall
120647,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,27A to Blunden Drive
120723,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,27B to Harristown
120858,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,27X to Clare Hall
120860,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,29A to Baldoyle
120980,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,31 to Howth Summit
121081,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,31A to Sheilmartin Rd
121102,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,31B to Howth Summit
121105,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,32 to Malahide
121159,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,42 to Portmarnock
121261,523,"Fairview, Marino College Fairview",53.3642686011137,-6.23176916143433,43 to Swords Bus.Pk
121320,525,"Clontarf, Howth Road",53.364960873510896,-6.226330911163171,29A to Baldoyle
121440,525,"Clontarf, Howth Road",53.364960873510896,-6.226330911163171,31 to Howth Summit
121541,525,"Clontarf, Howth Road",53.364960873510896,-6.226330911163171,31A to Sheilmartin Rd
121562,525,"Clontarf, Howth Road",53.364960873510896,-6.226330911163171,31B to Howth Summit
121565,525,"Clontarf, Howth Road",53.364960873510896,-6.226330911163171,32 to Malahide
121619,526,"Clontarf, Copeland Grove",53.36686957214789,-6.22111227858032,29A to Baldoyle
121739,526,"Clontarf, Copeland Grove",53.36686957214789,-6.22111227858032,31 to Howth Summit
121840,526,"Clontarf, Copeland Grove",53.36686957214789,-6.22111227858032,31A to Sheilmartin Rd
121861,526,"Clontarf, Copeland Grove",53.36686957214789,-6.22111227858032,31B to Howth Summit
121864,526,"Clontarf, Copeland Grove",53.36686957214789,-6.22111227858032,32 to Malahide
121918,527,"Clontarf, Howth Road (St.Lawrence Road)",53.3680198762275,-6.21267888054445,29A to Baldoyle
122038,527,"Clontarf, Howth Road (St.Lawrence Road)",53.3680198762275,-6.21267888054445,31 to Howth Summit
122139,527,"Clontarf, Howth Road (St.Lawrence Road)",53.3680198762275,-6.21267888054445,31A to Sheilmartin Rd
122160,527,"Clontarf, Howth Road (St.Lawrence Road)",53.3680198762275,-6.21267888054445,31B to Howth Summit
122163,527,"Clontarf, Howth Road (St.Lawrence Road)",53.3680198762275,-6.21267888054445,32 to Malahide
122217,528,"Clontarf, Castle Grove",53.3692640806971,-6.20993674463178,29A to Baldoyle
122337,528,"Clontarf, Castle Grove",53.3692640806971,-6.20993674463178,31 to Howth Summit
122438,528,"Clontarf, Castle Grove",53.3692640806971,-6.20993674463178,31A to Sheilmartin Rd
122459,528,"Clontarf, Castle Grove",53.3692640806971,-6.20993674463178,31B to Howth Summit
122462,528,"Clontarf, Castle Grove",53.3692640806971,-6.20993674463178,32 to Malahide
122516,529,"Killester, Howth Road (Collins Avenue)",53.3705942520024,-6.20753649495154,29A to Baldoyle
122636,529,"Killester, Howth Road (Collins Avenue)",53.3705942520024,-6.20753649495154,31 to Howth Summit
122737,529,"Killester, Howth Road (Collins Avenue)",53.3705942520024,-6.20753649495154,31A to Sheilmartin Rd
122758,529,"Killester, Howth Road (Collins Avenue)",53.3705942520024,-6.20753649495154,31B to Howth Summit
122761,529,"Killester, Howth Road (Collins Avenue)",53.3705942520024,-6.20753649495154,32 to Malahide
122815,530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282,104 to Clontarf Road
122840,530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282,29A to Baldoyle
122960,530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282,31 to Howth Summit
123061,530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282,31A to Sheilmartin Rd
123082,530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282,31B to Howth Summit
123085,530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282,31D to Baldoyle
123086,530,"Killester, Howth Road (Castle Ave)",53.371224532344506,-6.20402332968282,32 to Malahide
123140,531,"Killester, Howth Road (Furry Park Road)",53.3732170200372,-6.20144457927604,29A to Baldoyle
123260,531,"Killester, Howth Road (Furry Park Road)",53.3732170200372,-6.20144457927604,31 to Howth Summit
123361,531,"Killester, Howth Road (Furry Park Road)",53.3732170200372,-6.20144457927604,31A to Sheilmartin Rd
123382,531,"Killester, Howth Road (Furry Park Road)",53.3732170200372,-6.20144457927604,31B to Howth Summit
123385,531,"Killester, Howth Road (Furry Park Road)",53.3732170200372,-6.20144457927604,31D to Baldoyle
123386,531,"Killester, Howth Road (Furry Park Road)",53.3732170200372,-6.20144457927604,32 to Malahide
123440,532,"Raheny, Howth Road (Brookwood Avenue)",53.375718621976006,-6.19389907203514,29A to Baldoyle
123560,532,"Raheny, Howth Road (Brookwood Avenue)",53.375718621976006,-6.19389907203514,31 to Howth Summit
123661,532,"Raheny, Howth Road (Brookwood Avenue)",53.375718621976006,-6.19389907203514,31A to Sheilmartin Rd
123682,532,"Raheny, Howth Road (Brookwood Avenue)",53.375718621976006,-6.19389907203514,31B to Howth Summit
123685,532,"Raheny, Howth Road (Brookwood Avenue)",53.375718621976006,-6.19389907203514,31D to Baldoyle
123686,532,"Raheny, Howth Road (Brookwood Avenue)",53.375718621976006,-6.19389907203514,32 to Malahide
123740,533,"Raheny, Howth Road (Ennafort Park Estate)",53.3775832778026,-6.187056139524421,31 to Howth Summit
123841,533,"Raheny, Howth Road (Ennafort Park Estate)",53.3775832778026,-6.187056139524421,31A to Sheilmartin Rd
123862,533,"Raheny, Howth Road (Ennafort Park Estate)",53.3775832778026,-6.187056139524421,31B to Howth Summit
123865,533,"Raheny, Howth Road (Ennafort Park Estate)",53.3775832778026,-6.187056139524421,31D to Baldoyle
123866,533,"Raheny, Howth Road (Ennafort Park Estate)",53.3775832778026,-6.187056139524421,32 to Malahide
123920,534,"Raheny, Garda Retirement Home",53.3786553262457,-6.181899870786508,31 to Howth Summit
124021,534,"Raheny, Garda Retirement Home",53.3786553262457,-6.181899870786508,31A to Sheilmartin Rd
124042,534,"Raheny, Garda Retirement Home",53.3786553262457,-6.181899870786508,31B to Howth Summit
124045,534,"Raheny, Garda Retirement Home",53.3786553262457,-6.181899870786508,31D to Baldoyle
124046,534,"Raheny, Garda Retirement Home",53.3786553262457,-6.181899870786508,32 to Malahide
124100,535,"Raheny, Raheny Shopping Centre",53.380231731956606,-6.1774132643626,31 to Howth Summit
124201,535,"Raheny, Raheny Shopping Centre",53.380231731956606,-6.1774132643626,31A to Sheilmartin Rd
124222,535,"Raheny, Raheny Shopping Centre",53.380231731956606,-6.1774132643626,31B to Howth Summit
124225,535,"Raheny, Raheny Shopping Centre",53.380231731956606,-6.1774132643626,31D to Baldoyle
124226,535,"Raheny, Raheny Shopping Centre",53.380231731956606,-6.1774132643626,32 to Malahide
124280,536,"Raheny, Raheny Village",53.3804237567076,-6.17351172677606,31 to Howth Summit
124381,536,"Raheny, Raheny Village",53.3804237567076,-6.17351172677606,31A to Sheilmartin Rd
124402,536,"Raheny, Raheny Village",53.3804237567076,-6.17351172677606,31B to Howth Summit
124405,536,"Raheny, Raheny Village",53.3804237567076,-6.17351172677606,31D to Baldoyle
124406,536,"Raheny, Raheny Village",53.3804237567076,-6.17351172677606,32 to Malahide
124460,537,"Raheny, Avondale Park",53.3799012003047,-6.168152634977258,31 to Howth Summit
124561,537,"Raheny, Avondale Park",53.3799012003047,-6.168152634977258,31A to Sheilmartin Rd
124582,537,"Raheny, Avondale Park",53.3799012003047,-6.168152634977258,31B to Howth Summit
124585,537,"Raheny, Avondale Park",53.3799012003047,-6.168152634977258,31D to Baldoyle
124586,537,"Raheny, Avondale Park",53.3799012003047,-6.168152634977258,32 to Malahide
124640,538,"Raheny, Howth Road (Maywood Road)",53.3801380645862,-6.164264183188549,31 to Howth Summit
124741,538,"Raheny, Howth Road (Maywood Road)",53.3801380645862,-6.164264183188549,31A to Sheilmartin Rd
124762,538,"Raheny, Howth Road (Maywood Road)",53.3801380645862,-6.164264183188549,31B to Howth Summit
124765,538,"Raheny, Howth Road (Maywood Road)",53.3801380645862,-6.164264183188549,31D to Baldoyle
124766,538,"Raheny, Howth Road (Maywood Road)",53.3801380645862,-6.164264183188549,32 to Malahide
124820,539,"Raheny, Howth Road (The Old Sheiling)",53.3806736618095,-6.15935564153758,31 to Howth Summit
124921,539,"Raheny, Howth Road (The Old Sheiling)",53.3806736618095,-6.15935564153758,31A to Sheilmartin Rd
124942,539,"Raheny, Howth Road (The Old Sheiling)",53.3806736618095,-6.15935564153758,31B to Howth Summit
124945,539,"Raheny, Howth Road (The Old Sheiling)",53.3806736618095,-6.15935564153758,31D to Baldoyle
124946,539,"Raheny, Howth Road (The Old Sheiling)",53.3806736618095,-6.15935564153758,32 to Malahide
125000,540,"Raheny, Howth Road (Greendale Road)",53.381336276367904,-6.1551179435333,31 to Howth Summit
125101,540,"Raheny, Howth Road (Greendale Road)",53.381336276367904,-6.1551179435333,31A to Sheilmartin Rd
125122,540,"Raheny, Howth Road (Greendale Road)",53.381336276367904,-6.1551179435333,31B to Howth Summit
125125,540,"Raheny, Howth Road (Greendale Road)",53.381336276367904,-6.1551179435333,31D to Baldoyle
125126,540,"Raheny, Howth Road (Greendale Road)",53.381336276367904,-6.1551179435333,32 to Malahide
125180,541,Howth Road (Blackbanks),53.3818727077497,-6.15202806844666,31 to Howth Summit
125281,541,Howth Road (Blackbanks),53.3818727077497,-6.15202806844666,31A to Sheilmartin Rd
125302,541,Howth Road (Blackbanks),53.3818727077497,-6.15202806844666,31B to Howth Summit
125305,541,Howth Road (Blackbanks),53.3818727077497,-6.15202806844666,31D to Baldoyle
125306,541,Howth Road (Blackbanks),53.3818727077497,-6.15202806844666,32 to Malahide
125360,542,"Bayside, Dublin Road (Kilbarrack Road)",53.3836619200447,-6.14626794992908,31 to Howth Summit
125461,542,"Bayside, Dublin Road (Kilbarrack Road)",53.3836619200447,-6.14626794992908,31A to Sheilmartin Rd
125482,542,"Bayside, Dublin Road (Kilbarrack Road)",53.3836619200447,-6.14626794992908,31B to Howth Summit
125485,542,"Bayside, Dublin Road (Kilbarrack Road)",53.3836619200447,-6.14626794992908,31D to Baldoyle
125486,542,"Bayside, Dublin Road (Kilbarrack Road)",53.3836619200447,-6.14626794992908,32 to Malahide
125540,591,"Bayside, Dublin Road (Kilbarrack Road)",53.3843156154467,-6.144375376760429,31 to Talbot Street
125641,591,"Bayside, Dublin Road (Kilbarrack Road)",53.3843156154467,-6.144375376760429,31A to Talbot Street
125663,591,"Bayside, Dublin Road (Kilbarrack Road)",53.3843156154467,-6.144375376760429,31B to Talbot Street
125665,591,"Bayside, Dublin Road (Kilbarrack Road)",53.3843156154467,-6.144375376760429,31B to Talbot Street
125668,591,"Bayside, Dublin Road (Kilbarrack Road)",53.3843156154467,-6.144375376760429,31D to DCU
125669,591,"Bayside, Dublin Road (Kilbarrack Road)",53.3843156154467,-6.144375376760429,32 to Talbot Street
125725,592,Dublin Road (James Larkin Road),53.38271737603621,-6.148533881521209,31 to Talbot Street
125826,592,Dublin Road (James Larkin Road),53.38271737603621,-6.148533881521209,31A to Talbot Street
125848,592,Dublin Road (James Larkin Road),53.38271737603621,-6.148533881521209,31B to Talbot Street
125850,592,Dublin Road (James Larkin Road),53.38271737603621,-6.148533881521209,31B to Talbot Street
125853,592,Dublin Road (James Larkin Road),53.38271737603621,-6.148533881521209,31D to DCU
125854,592,Dublin Road (James Larkin Road),53.38271737603621,-6.148533881521209,32 to Talbot Street
125910,593,Howth Road (Blackbanks),53.3819577847972,-6.15113744949444,31 to Talbot Street
126011,593,Howth Road (Blackbanks),53.3819577847972,-6.15113744949444,31A to Talbot Street
126033,593,Howth Road (Blackbanks),53.3819577847972,-6.15113744949444,31B to Talbot Street
126035,593,Howth Road (Blackbanks),53.3819577847972,-6.15113744949444,31B to Talbot Street
126038,593,Howth Road (Blackbanks),53.3819577847972,-6.15113744949444,31D to DCU
126039,593,Howth Road (Blackbanks),53.3819577847972,-6.15113744949444,32 to Talbot Street
126095,594,"Raheny, Howth Road (Greendale Road)",53.38116336555671,-6.15556136213264,31 to Talbot Street
126196,594,"Raheny, Howth Road (Greendale Road)",53.38116336555671,-6.15556136213264,31A to Talbot Street
126218,594,"Raheny, Howth Road (Greendale Road)",53.38116336555671,-6.15556136213264,31B to Talbot Street
126220,594,"Raheny, Howth Road (Greendale Road)",53.38116336555671,-6.15556136213264,31B to Talbot Street
126223,594,"Raheny, Howth Road (Greendale Road)",53.38116336555671,-6.15556136213264,31D to DCU
126224,594,"Raheny, Howth Road (Greendale Road)",53.38116336555671,-6.15556136213264,32 to Talbot Street
126280,595,"Raheny, Berehaven Place",53.38059995044121,-6.15923856299832,31 to Talbot Street
126381,595,"Raheny, Berehaven Place",53.38059995044121,-6.15923856299832,31A to Talbot Street
126403,595,"Raheny, Berehaven Place",53.38059995044121,-6.15923856299832,31B to Talbot Street
126405,595,"Raheny, Berehaven Place",53.38059995044121,-6.15923856299832,31B to Talbot Street
126408,595,"Raheny, Berehaven Place",53.38059995044121,-6.15923856299832,31D to DCU
126409,595,"Raheny, Berehaven Place",53.38059995044121,-6.15923856299832,32 to Talbot Street
126465,596,"Raheny, Howth Road (Maywood Road)",53.380252843323795,-6.161793972076911,31 to Talbot Street
126566,596,"Raheny, Howth Road (Maywood Road)",53.380252843323795,-6.161793972076911,31A to Talbot Street
126588,596,"Raheny, Howth Road (Maywood Road)",53.380252843323795,-6.161793972076911,31B to Talbot Street
126590,596,"Raheny, Howth Road (Maywood Road)",53.380252843323795,-6.161793972076911,31B to Talbot Street
126593,596,"Raheny, Howth Road (Maywood Road)",53.380252843323795,-6.161793972076911,31D to DCU
126594,596,"Raheny, Howth Road (Maywood Road)",53.380252843323795,-6.161793972076911,32 to Talbot Street
126650,597,"Raheny, Howth Road (Maywood Road)",53.380019012908704,-6.1647052349351386,31 to Talbot Street
126751,597,"Raheny, Howth Road (Maywood Road)",53.380019012908704,-6.1647052349351386,31A to Talbot Street
126773,597,"Raheny, Howth Road (Maywood Road)",53.380019012908704,-6.1647052349351386,31B to Talbot Street
126775,597,"Raheny, Howth Road (Maywood Road)",53.380019012908704,-6.1647052349351386,31B to Talbot Street
126778,597,"Raheny, Howth Road (Maywood Road)",53.380019012908704,-6.1647052349351386,31D to DCU
126779,597,"Raheny, Howth Road (Maywood Road)",53.380019012908704,-6.1647052349351386,32 to Talbot Street
126835,598,"Raheny, Howth Road (Avondale Park)",53.37983534289129,-6.16913254174957,31 to Talbot Street
126936,598,"Raheny, Howth Road (Avondale Park)",53.37983534289129,-6.16913254174957,31A to Talbot Street
126958,598,"Raheny, Howth Road (Avondale Park)",53.37983534289129,-6.16913254174957,31B to Talbot Street
126960,598,"Raheny, Howth Road (Avondale Park)",53.37983534289129,-6.16913254174957,31B to Talbot Street
126963,598,"Raheny, Howth Road (Avondale Park)",53.37983534289129,-6.16913254174957,31D to DCU
126964,598,"Raheny, Howth Road (Avondale Park)",53.37983534289129,-6.16913254174957,32 to Talbot Street
127020,599,"Raheny, Raheny Library",53.3803353283041,-6.17301945078285,31 to Talbot Street
127121,599,"Raheny, Raheny Library",53.3803353283041,-6.17301945078285,31A to Talbot Street
127143,599,"Raheny, Raheny Library",53.3803353283041,-6.17301945078285,31B to Talbot Street
127145,599,"Raheny, Raheny Library",53.3803353283041,-6.17301945078285,31B to Talbot Street
127148,599,"Raheny, Raheny Library",53.3803353283041,-6.17301945078285,31D to DCU
127149,599,"Raheny, Raheny Library",53.3803353283041,-6.17301945078285,32 to Talbot Street
127205,600,"Raheny, Howth Road",53.380240549861796,-6.17622535059706,29A to Abbey Street
127329,600,"Raheny, Howth Road",53.380240549861796,-6.17622535059706,31 to Talbot Street
127430,600,"Raheny, Howth Road",53.380240549861796,-6.17622535059706,31A to Talbot Street
127452,600,"Raheny, Howth Road",53.380240549861796,-6.17622535059706,31B to Talbot Street
127454,600,"Raheny, Howth Road",53.380240549861796,-6.17622535059706,31B to Talbot Street
127457,600,"Raheny, Howth Road",53.380240549861796,-6.17622535059706,31D to DCU
127458,600,"Raheny, Howth Road",53.380240549861796,-6.17622535059706,32 to Talbot Street
127514,601,"Raheny, Howth Road (Cill Eanna Estate)",53.3792502012084,-6.179649825114112,31 to Talbot Street
127615,601,"Raheny, Howth Road (Cill Eanna Estate)",53.3792502012084,-6.179649825114112,31A to Talbot Street
127637,601,"Raheny, Howth Road (Cill Eanna Estate)",53.3792502012084,-6.179649825114112,31B to Talbot Street
127639,601,"Raheny, Howth Road (Cill Eanna Estate)",53.3792502012084,-6.179649825114112,31B to Talbot Street
127642,601,"Raheny, Howth Road (Cill Eanna Estate)",53.3792502012084,-6.179649825114112,31D to DCU
127643,601,"Raheny, Howth Road (Cill Eanna Estate)",53.3792502012084,-6.179649825114112,32 to Talbot Street
127699,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,1 to Shanard Road
127813,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,11 to St Pappin's Rd
127917,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,13 to Harristown
127992,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,13 to Harristown
128046,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,16 to Dublin Airport
128233,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,31 to Talbot Street
128334,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,31A to Talbot Street
128356,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,31B to Talbot Street
128358,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,31B to Talbot Street
128361,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,31D to DCU
128362,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,32 to Talbot Street
128418,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,33 to Balbriggan
128476,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,41 to Swords Manor
128604,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,41 to Swords Manor
128606,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,41B to Rolestown
128620,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,41C to Swords Manor
128739,602,"Raheny, Cill Eanna Estate (Opposite Ennafort Park)",53.37814252479011,-6.1830490710099015,44 to DCU
128786,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,1 to Sandymount
128900,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,11 to Sandyford B.D.
129003,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,13 to Grange Castle
129068,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,13 to Grange Castle
129160,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,16 to Ballinteer
129337,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,16 to Ballinteer
129345,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,16 to Ballinteer
129346,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,16 to Ballinteer
129350,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,16C to O'Connell Street
129352,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,16C to O'Connell Street
129353,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,16C to O'Connell Street
129357,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,31 to Talbot Street
129458,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,31A to Talbot Street
129480,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,31B to Talbot Street
129482,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,31B to Talbot Street
129485,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,31D to DCU
129486,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,32 to Talbot Street
129542,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,33 to Abbey St
129573,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,33 to Abbey St
129575,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,33 to Abbey St
129600,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41 to Abbey St
129726,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41 to Abbey St
129730,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41 to Abbey St
129731,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41 to Abbey St
129733,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41A to Abbey St
129735,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41B to Abbey St
129745,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41C to Abbey St
129859,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,41C to Abbey St
129868,603,"Raheny, Ennafort Park Estate",53.377382159008704,-6.18742542966496,44 to Enniskerry
129914,604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447,29A to Abbey Street
130038,604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447,31 to Talbot Street
130139,604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447,31A to Talbot Street
130161,604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447,31B to Talbot Street
130163,604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447,31B to Talbot Street
130166,604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447,31D to DCU
130167,604,"Raheny, All Saints Road",53.376354644009396,-6.19079085973447,32 to Talbot Street
130223,605,"Raheny, Howth Road (Brookwood Avenue)",53.37565051624341,-6.19355625373816,29A to Abbey Street
130347,605,"Raheny, Howth Road (Brookwood Avenue)",53.37565051624341,-6.19355625373816,31 to Talbot Street
130448,605,"Raheny, Howth Road (Brookwood Avenue)",53.37565051624341,-6.19355625373816,31A to Talbot Street
130470,605,"Raheny, Howth Road (Brookwood Avenue)",53.37565051624341,-6.19355625373816,31B to Talbot Street
130472,605,"Raheny, Howth Road (Brookwood Avenue)",53.37565051624341,-6.19355625373816,31B to Talbot Street
130475,605,"Raheny, Howth Road (Brookwood Avenue)",53.37565051624341,-6.19355625373816,31D to DCU
130476,605,"Raheny, Howth Road (Brookwood Avenue)",53.37565051624341,-6.19355625373816,32 to Talbot Street
130532,606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239,29A to Abbey Street
130656,606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239,31 to Talbot Street
130757,606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239,31A to Talbot Street
130779,606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239,31B to Talbot Street
130781,606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239,31B to Talbot Street
130784,606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239,31D to DCU
130785,606,"Killester, Saint Bridget's Church",53.37470897840079,-6.19786466034239,32 to Talbot Street
130841,607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.20216614864388,29A to Abbey Street
130965,607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.20216614864388,31 to Talbot Street
131066,607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.20216614864388,31A to Talbot Street
131088,607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.20216614864388,31B to Talbot Street
131090,607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.20216614864388,31B to Talbot Street
131093,607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.20216614864388,31D to DCU
131094,607,"Killester, Howth Road (Furry Park Road)",53.3724998515806,-6.20216614864388,32 to Talbot Street
131150,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,104 to DCU
131175,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,29A to Abbey Street
131299,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,31 to Talbot Street
131400,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,31A to Talbot Street
131422,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,31B to Talbot Street
131424,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,31B to Talbot Street
131427,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,31D to DCU
131428,608,"Killester, Howth Road (Castle Ave)",53.3711273073464,-6.20413262235646,32 to Talbot Street
